ID,메인분류,서브분류,상품명,가격
a1,간편식사,샌드위치/햄버거,도)간장마늘고기구이,4900
a2,간편식사,샌드위치/햄버거,햄)마라스테이크버거,3500
a3,간편식사,샌드위치/햄버거,도)얼큰돈까스김치나베,6900
a4,간편식사,샌드위치/햄버거,도)모듬어묵탕,6900
a5,간편식사,샌드위치/햄버거,샌)망곰이의딸기샌드,3600
a6,간편식사,샌드위치/햄버거,주)3XL중화비빔삼각,1500
a7,간편식사,샌드위치/햄버거,샐)풀드포크샐러드,5900
a8,간편식사,샌드위치/햄버거,도)자이언트머스타드치킨,9900
a9,간편식사,샌드위치/햄버거,샐)눈꽃토마토샐러드,4800
a10,간편식사,샌드위치/햄버거,햄)그릴드치킨버거,3800
a11,간편식사,샌드위치/햄버거,샌)스윗스윗맛있구마,3400
a12,간편식사,샌드위치/햄버거,도)바삭오렌지치킨,6900
a13,간편식사,샌드위치/햄버거,샐)과카몰리부리또볼,5900
a14,간편식사,샌드위치/햄버거,샐)스노우볼바질샐러드,4800
a15,간편식사,샌드위치/햄버거,김)햄말이김치볶음참치,2000
a16,간편식사,샌드위치/햄버거,샌)로우쏭슬라이더,4200
a17,간편식사,샌드위치/햄버거,샌)페퍼로니에그토스트,3500
a18,간편식사,샌드위치/햄버거,면)바삭새우온소바,5600
a19,간편식사,샌드위치/햄버거,면)김치카츠나베우동,5600
a20,간편식사,샌드위치/햄버거,김)백종원뉴열탄제육김밥,3000
a21,간편식사,샌드위치/햄버거,햄)망곰이의꿀호떡버거,3400
a22,간편식사,샌드위치/햄버거,햄)국민새우버거,3500
a23,간편식사,샌드위치/햄버거,도)로스트닭가슴살덮밥,4700
a24,간편식사,샌드위치/햄버거,샐)로스트치킨버섯샐러드,5900
a25,간편식사,샌드위치/햄버거,김)멸추랑꼬마김밥,4500
a26,간편식사,샌드위치/햄버거,주)소금구이너비아니밥바,2300
a27,간편식사,샌드위치/햄버거,김)소금구이너비아니김밥,3000
a28,간편식사,샌드위치/햄버거,주)2XL간장바싹불고기,1600
a29,간편식사,샌드위치/햄버거,주)3XL뉴크랩참치마요,1700
a30,간편식사,샌드위치/햄버거,주)3XL뉴동원고추참치,1700
a31,간편식사,샌드위치/햄버거,김)백종원뉴비빔밥한줄,3000
a32,간편식사,샌드위치/햄버거,김)동원뉴고추참치김밥,3100
a33,간편식사,샌드위치/햄버거,김)고구마치즈돈까스김밥,3300
a34,간편식사,샌드위치/햄버거,도)치즈닭갈비고구마밥,5000
a35,간편식사,샌드위치/햄버거,샌)몽블랑크림샌드,3400
a36,간편식사,샌드위치/햄버거,샐)놀라운파스타샐러드,2300
a37,간편식사,샌드위치/햄버거,샐)놀라운계란샐러드,2500
a38,간편식사,샌드위치/햄버거,샐)놀라운치즈견과샐러드,2500
a39,간편식사,샌드위치/햄버거,샌)달콤맛있구마샌드,2800
a40,간편식사,샌드위치/햄버거,주)백종원뉴열탄불고기,1300
a41,간편식사,샌드위치/햄버거,도)백종원뉴바싹불고기,4700
a42,간편식사,샌드위치/햄버거,주)고추장멸치삼각,1300
a43,간편식사,샌드위치/햄버거,주)뉴김치제육,1400
a44,간편식사,샌드위치/햄버거,샐)놀라운치킨텐더샐러드,2500
a45,간편식사,샌드위치/햄버거,샐)놀라운양배추샐러드,2300
a46,간편식사,샌드위치/햄버거,도)자이언트달콤치킨,9900
a47,간편식사,샌드위치/햄버거,김)코난감자카레유부초밥,3800
a48,간편식사,샌드위치/햄버거,샌)대박나새우,3600
a49,간편식사,샌드위치/햄버거,햄)코난의혹의매운맛카레,3700
a50,간편식사,샌드위치/햄버거,주)코난햄감자카레삼각,1200
a51,간편식사,샌드위치/햄버거,도)코난의혹의매운맛카레,4600
a52,간편식사,샌드위치/햄버거,면)코난나폴리탄파스타,4900
a53,간편식사,샌드위치/햄버거,샐)두부계란샐러드,3800
a54,간편식사,샌드위치/햄버거,도)백종원뉴백반한판,4700
a55,간편식사,샌드위치/햄버거,샌)에그햄치즈모닝샌드,4000
a56,간편식사,샌드위치/햄버거,샐)닭가슴살쌀국수샐러드,5700
a57,간편식사,샌드위치/햄버거,김)백종원마라유부삼겹,3300
a58,간편식사,샌드위치/햄버거,도)백종원마라마파두부,5000
a59,간편식사,샌드위치/햄버거,김)백종원뉴우삼겹한줄,3000
a60,간편식사,샌드위치/햄버거,도)백종원마라탕,6900
a61,간편식사,샌드위치/햄버거,면)백종원마라볶음면,4900
a62,간편식사,샌드위치/햄버거,샌)멘치카츠샌드,3600
a63,간편식사,샌드위치/햄버거,햄)백종원의유린기버거,3900
a64,간편식사,샌드위치/햄버거,주)백종원뉴우삼겹,1300
a65,간편식사,샌드위치/햄버거,햄)반디오리지널버거,3800
a66,간편식사,샌드위치/햄버거,샐)고구마허브치킨샐러드,3800
a67,간편식사,샌드위치/햄버거,샐)리코타뮤즐리샐러드,3800
a68,간편식사,샌드위치/햄버거,샌)자이언트아삭참치,3900
a69,간편식사,샌드위치/햄버거,주)사과샐러드밥바,2400
a70,간편식사,샌드위치/햄버거,핫)데리야끼치킨우엉도그,3900
a71,간편식사,샌드위치/햄버거,샌)토마토햄치즈모닝샌드,4000
a72,간편식사,샌드위치/햄버거,도)자이언트매콤치킨,9900
a73,간편식사,샌드위치/햄버거,도)떠먹는페퍼로니피자,6900
a74,간편식사,샌드위치/햄버거,샌)자이언트갈릭치킨,4300
a75,간편식사,샌드위치/햄버거,면)트러플크림파스타,4500
a76,간편식사,샌드위치/햄버거,김)사과샐러드김밥,3000
a77,간편식사,샌드위치/햄버거,샐)트러플크림치즈샐러드,5700
a78,간편식사,샌드위치/햄버거,샌)바질가득치킨샌드,4900
a79,간편식사,샌드위치/햄버거,주)채식크럼블고추장,1200
a80,간편식사,샌드위치/햄버거,샌)자이언트치킨데리야끼,4300
a81,간편식사,도시락,도)간장마늘고기구이,4900
a82,간편식사,도시락,도)얼큰돈까스김치나베,6900
a83,간편식사,도시락,도)모듬어묵탕,6900
a84,간편식사,도시락,샐)풀드포크샐러드,5900
a85,간편식사,도시락,도)자이언트머스타드치킨,9900
a86,간편식사,도시락,샐)눈꽃토마토샐러드,4800
a87,간편식사,도시락,도)바삭오렌지치킨,6900
a88,간편식사,도시락,샐)과카몰리부리또볼,5900
a89,간편식사,도시락,샐)스노우볼바질샐러드,4800
a90,간편식사,도시락,면)바삭새우온소바,5600
a91,간편식사,도시락,면)김치카츠나베우동,5600
a92,간편식사,도시락,도)로스트닭가슴살덮밥,4700
a93,간편식사,도시락,샐)로스트치킨버섯샐러드,5900
a94,간편식사,도시락,도)치즈닭갈비고구마밥,5000
a95,간편식사,도시락,샐)놀라운파스타샐러드,2300
a96,간편식사,도시락,샐)놀라운계란샐러드,2500
a97,간편식사,도시락,샐)놀라운치즈견과샐러드,2500
a98,간편식사,도시락,도)백종원뉴바싹불고기,4700
a99,간편식사,도시락,샐)놀라운치킨텐더샐러드,2500
a100,간편식사,도시락,샐)놀라운양배추샐러드,2300
a101,간편식사,도시락,도)자이언트달콤치킨,9900
a102,간편식사,도시락,도)코난의혹의매운맛카레,4600
a103,간편식사,도시락,면)코난나폴리탄파스타,4900
a104,간편식사,도시락,샐)두부계란샐러드,3800
a105,간편식사,도시락,도)백종원뉴백반한판,4700
a106,간편식사,도시락,샐)닭가슴살쌀국수샐러드,5700
a107,간편식사,도시락,도)백종원마라마파두부,5000
a108,간편식사,도시락,도)백종원마라탕,6900
a109,간편식사,도시락,면)백종원마라볶음면,4900
a110,간편식사,도시락,샐)고구마허브치킨샐러드,3800
a111,간편식사,도시락,샐)리코타뮤즐리샐러드,3800
a112,간편식사,도시락,도)자이언트매콤치킨,9900
a113,간편식사,도시락,도)떠먹는페퍼로니피자,6900
a114,간편식사,도시락,면)트러플크림파스타,4500
a115,간편식사,도시락,샐)트러플크림치즈샐러드,5700
a116,간편식사,도시락,도)채식카츠정식,5000
a117,간편식사,도시락,면)얼큰뚝배기파스타,4900
a118,간편식사,도시락,도)채식버섯잡채밥,4300
a119,간편식사,도시락,도)백종원뉴고기2배정식,5000
a120,간편식사,도시락,도)고추장가브리살덮밥,4800
a121,간편식사,도시락,도)한가위돼지구이정식,6900
a122,간편식사,도시락,샐)탄두리치킨샐러드,6600
a123,간편식사,도시락,도)백종원뉴매콤불고기,5000
a124,간편식사,도시락,도)백종원뉴열탄제육정식,4500
a125,간편식사,도시락,도)나혼자모둠전,5900
a126,간편식사,도시락,면)육즙가득미트볼파스타,4800
a127,간편식사,도시락,도)육즙가득미트볼정식,5800
a128,간편식사,도시락,도)미트볼그라탕,6900
a129,간편식사,도시락,샐)닭가슴살메밀면샐러드,5400
a130,간편식사,도시락,도)매콤불고기파스타정식,5500
a131,간편식사,도시락,도)시그니처소불고기정식,5500
a132,간편식사,도시락,도)시그니처양념치킨정식,5500
a133,간편식사,도시락,면)쉬림프카레우동,4900
a134,간편식사,도시락,면)매콤짜장면,4900
a135,간편식사,도시락,도)자이언트양푼비빔밥,6900
a136,간편식사,도시락,샐)자이언트닭구마샐러드,6900
a137,간편식사,도시락,샐)자이언트파스타샐러드,6500
a138,간편식사,도시락,면)통소세지로제파스타,4600
a139,간편식사,도시락,면)베이컨치즈까르보나라,4600
a140,간편식사,도시락,도)치즈가득등심돈까스,6900
a141,간편식사,도시락,도)데리야끼꼬치모둠,6900
a142,간편식사,도시락,도)시그니처중화비빔밥제,4300
a143,간편식사,도시락,도)백종원부대볶음정식,4900
a144,간편식사,도시락,샐)탄단지포크플래터볼,5200
a145,간편식사,도시락,도)시그니처중화비빔밥,4300
a146,간편식사,도시락,도)시그니처매콤짜장덮밥,4300
a147,간편식사,도시락,샐)탄단지데리야끼치킨볼,5200
a148,간편식사,도시락,샐)탄단지치킨나초볼,5200
a149,간편식사,도시락,도)한돈듬뿍김치제육,4200
a150,간편식사,도시락,면)나폴리탄소시지파스타,4200
a151,간편식사,도시락,면)미트볼로제치즈파스타,4600
a152,간편식사,도시락,샐)닭가슴살단호박샐러드,4900
a153,간편식사,도시락,샐)살사푸실리고구마샐러,4900
a154,간편식사,도시락,샐)뉴치킨찹찹샐러드,3800
a155,간편식사,도시락,샐)뉴흑임자치킨샐러드,3800
a156,간편식사,도시락,샐)뉴에그가먼저닭샐러드,3800
a157,간편식사,도시락,면)반반함박토마토파스타,4900
a158,간편식사,도시락,도)자이언트고추마요치킨,9900
a159,간편식사,도시락,도)스팸돈까스정식,4900
a160,간편식사,도시락,샐)훈제오리보양샐러드,5600
a161,간편식사,주먹밥/김밥,햄)마라스테이크버거,3500
a162,간편식사,주먹밥/김밥,샌)망곰이의딸기샌드,3600
a163,간편식사,주먹밥/김밥,햄)그릴드치킨버거,3800
a164,간편식사,주먹밥/김밥,샌)스윗스윗맛있구마,3400
a165,간편식사,주먹밥/김밥,샌)로우쏭슬라이더,4200
a166,간편식사,주먹밥/김밥,샌)페퍼로니에그토스트,3500
a167,간편식사,주먹밥/김밥,햄)망곰이의꿀호떡버거,3400
a168,간편식사,주먹밥/김밥,햄)국민새우버거,3500
a169,간편식사,주먹밥/김밥,샌)몽블랑크림샌드,3400
a170,간편식사,주먹밥/김밥,샌)달콤맛있구마샌드,2800
a171,간편식사,주먹밥/김밥,샌)대박나새우,3600
a172,간편식사,주먹밥/김밥,햄)코난의혹의매운맛카레,3700
a173,간편식사,주먹밥/김밥,샌)에그햄치즈모닝샌드,4000
a174,간편식사,주먹밥/김밥,샌)멘치카츠샌드,3600
a175,간편식사,주먹밥/김밥,햄)백종원의유린기버거,3900
a176,간편식사,주먹밥/김밥,햄)반디오리지널버거,3800
a177,간편식사,주먹밥/김밥,샌)자이언트아삭참치,3900
a178,간편식사,주먹밥/김밥,핫)데리야끼치킨우엉도그,3900
a179,간편식사,주먹밥/김밥,샌)토마토햄치즈모닝샌드,4000
a180,간편식사,주먹밥/김밥,샌)자이언트갈릭치킨,4300
a181,간편식사,주먹밥/김밥,샌)바질가득치킨샌드,4900
a182,간편식사,주먹밥/김밥,샌)자이언트치킨데리야끼,4300
a183,간편식사,주먹밥/김밥,샌)자이언트디럭스통밀햄,3900
a184,간편식사,주먹밥/김밥,햄)채식카츠버거,3600
a185,간편식사,주먹밥/김밥,햄)한돈버거매쉬포테이토,3800
a186,간편식사,주먹밥/김밥,샌)채식모타델라루꼴라,4700
a187,간편식사,주먹밥/김밥,햄)뉴탑티어통닭다리살,3500
a188,간편식사,주먹밥/김밥,햄)하인즈버거,4000
a189,간편식사,주먹밥/김밥,샌)아몬드카라멜베이글,4900
a190,간편식사,주먹밥/김밥,햄)스위트함박버거,3600
a191,간편식사,주먹밥/김밥,샌)스위트어니언베이글,4900
a192,간편식사,주먹밥/김밥,샌)베리베리베이글,4900
a193,간편식사,주먹밥/김밥,핫)크리미미트볼핫도그,3800
a194,간편식사,주먹밥/김밥,샌)Fresh시저치킨랩,5200
a195,간편식사,주먹밥/김밥,샌)Fresh치폴레치킨랩,5200
a196,간편식사,주먹밥/김밥,샌)뚱실에그&참치,3400
a197,간편식사,주먹밥/김밥,햄)볼륨UP새치버거,4200
a198,간편식사,주먹밥/김밥,샌)초당옥수수크림샌드,3000
a199,간편식사,주먹밥/김밥,샌)뚱실에그&치킨,3400
a200,간편식사,주먹밥/김밥,햄)볼륨UP햄치버거,4000
a201,간편식사,주먹밥/김밥,샌)뚱실에그&햄감자,3400
a202,간편식사,주먹밥/김밥,햄)볼륨UP불불버거,3400
a203,간편식사,주먹밥/김밥,햄)국민불고기버거,3000
a204,간편식사,주먹밥/김밥,햄)고추마요통살치킨,3900
a205,간편식사,주먹밥/김밥,샌)그릴드치킨월넛샌드,3000
a206,간편식사,주먹밥/김밥,햄)훈제목살버거,3500
a207,간편식사,주먹밥/김밥,샌)꽃카포슬감자샌드,3400
a208,간편식사,주먹밥/김밥,샌)와이파이반미샌드,4800
a209,간편식사,주먹밥/김밥,샌)어니언포테이토샌드,3000
a210,간편식사,주먹밥/김밥,햄)불케이노버거,3800
a211,간편식사,주먹밥/김밥,샌)꽃카콘에그샌드,3400
a212,간편식사,주먹밥/김밥,샌)안기준의햄샌드,3200
a213,간편식사,주먹밥/김밥,샌)스팸폭신에그샌드,3400
a214,간편식사,주먹밥/김밥,햄)스팸에그버거,3200
a215,간편식사,주먹밥/김밥,샌)뚱실사라다샌드,3400
a216,간편식사,주먹밥/김밥,샌)미피의햄코울슬로,3200
a217,간편식사,주먹밥/김밥,샌)뚱실햄에그,3400
a218,간편식사,주먹밥/김밥,햄)백종원치즈함박,3600
a219,간편식사,주먹밥/김밥,햄)베이컨에그모닝머핀,2900
a220,간편식사,주먹밥/김밥,샌)뉴대만식연유,2600
a221,간편식사,주먹밥/김밥,햄)한돈버거더클래식,3800
a222,간편식사,주먹밥/김밥,햄)점보치즈불고기버거,2800
a223,간편식사,주먹밥/김밥,햄)뉴빅클래식불고기버거,3400
a224,간편식사,주먹밥/김밥,샌)하프&하프샌드,3200
a225,간편식사,주먹밥/김밥,샌)통밀햄,3300
a226,간편식사,주먹밥/김밥,샌)햄에그치즈,3300
a227,간편식사,주먹밥/김밥,샌)통밀베이컨,3300
a228,간편식사,주먹밥/김밥,핫)아메리칸핫도그,3400
a229,간편식사,주먹밥/김밥,핫)리치리치콘치즈,3600
a230,간편식사,주먹밥/김밥,샌)햄감자샐러드,3200
a231,간편식사,주먹밥/김밥,샌)에그포테이토,3300
a232,간편식사,주먹밥/김밥,햄)K오리지널불고기버거,3500
a233,간편식사,주먹밥/김밥,햄)뉴상하이스파이시버거,2800
a234,간편식사,주먹밥/김밥,햄)에그불고기치즈햄버거,2800
a235,간편식사,주먹밥/김밥,햄)딥치즈베이컨햄버거,2800
a236,간편식사,주먹밥/김밥,샌)에그고소햄샌드,2500
a237,간편식사,주먹밥/김밥,샌)케이준치킨샌드,2800
a238,간편식사,주먹밥/김밥,샌)에그슬라이스샌드,2800
a239,간편식사,주먹밥/김밥,샌)크래프트치즈딸기샌드,2800
a240,간편식사,주먹밥/김밥,샌)BELT샌드,2800
b1,즉석조리,베이커리,튀김)단팥붕어빵N,900
b2,즉석조리,베이커리,튀김)슈크림붕어빵N,900
b3,즉석조리,베이커리,튀김)자이언트치킨BOX,11500
b4,즉석조리,베이커리,튀김)뉴곰돌이치킨바N,1300
b5,즉석조리,베이커리,튀김)닭다리순살꼬치N,2000
b6,즉석조리,베이커리,튀김)닭다리순살꼬치매콤N,2000
b7,즉석조리,베이커리,튀김)매콤가라아게꼬치N,2000
b8,즉석조리,베이커리,튀김)가라아게꼬치N,2000
b9,즉석조리,베이커리,튀김)치킨텐더꼬치N,1800
b10,즉석조리,베이커리,튀김)후라이드닭다리N,2300
b11,즉석조리,베이커리,튀김)두가지맛치즈스틱N,1500
b12,즉석조리,베이커리,도너츠)딸기츄잉도넛N,1200
b13,즉석조리,베이커리,튀김)더블핫순살넓적다리N,2300
b14,즉석조리,베이커리,도너츠)초코보스톤N,1200
b15,즉석조리,베이커리,도너츠)딸기보스톤N,1200
b16,즉석조리,베이커리,튀김)뉴자이언트지파이N,2900
b17,즉석조리,베이커리,튀김)매콤핫닭다리N,2600
b18,즉석조리,베이커리,도너츠)초코후로스트N,1100
b19,즉석조리,베이커리,도너츠)초코케익글레이즈N,1200
b20,즉석조리,베이커리,큐로)일리인텐소250g,17000
b21,즉석조리,베이커리,일리ICE아메리카노XL,2200
b22,즉석조리,베이커리,일리HOT아메리카노L,2500
b23,즉석조리,베이커리,GET아이스아메리카노벤티,1300
b24,즉석조리,베이커리,튀김)5마리통새우꼬치N,1800
b25,즉석조리,베이커리,도너츠)스위트츄잉도넛N,1200
b26,즉석조리,베이커리,도너츠)올드글레이즈N,1200
b27,즉석조리,베이커리,즉석빵)브리오슈크로아상N,1500
b28,즉석조리,베이커리,즉석빵)초코칩브리오슈N,1400
b29,즉석조리,베이커리,즉석빵)딸기피치브리오슈N,1400
b30,즉석조리,베이커리,즉석빵)팡오쇼콜라N,1400
b31,즉석조리,베이커리,도너츠)바바리안필드N,1200
b32,즉석조리,베이커리,도너츠)스트로베리필드N,1200
b33,즉석조리,베이커리,튀김)바삭매콤순살꼬치N,2000
b34,즉석조리,베이커리,튀김)바삭순살치킨꼬치N,2000
b35,즉석조리,베이커리,튀김)치즈휴게소소시지바N,2400
b36,즉석조리,베이커리,튀김)휴게소소시지바N,2400
b37,즉석조리,베이커리,튀김)소떡소떡N,1800
b38,즉석조리,베이커리,즉석빵)우유크림소보로N,1800
b39,즉석조리,베이커리,즉석빵)땅콩크림샌드N,1600
b40,즉석조리,베이커리,즉석빵)우유크림샌드N,1600
b41,즉석조리,베이커리,즉석빵)딸기크림샌드N,1600
b42,즉석조리,베이커리,튀김)얇은피닭날개N,2600
b43,즉석조리,베이커리,튀김)얇은피닭다리N,2600
b44,즉석조리,베이커리,튀김)얇은피넓적다리N,2600
b45,즉석조리,베이커리,뉴get커피블렌드500g,17000
b46,즉석조리,베이커리,튀김)가마로강정꼬치매콤N,2300
b47,즉석조리,베이커리,피자)오이피클80gN,500
b48,즉석조리,베이커리,튀김)자이언트92핫도그N,2000
b49,즉석조리,베이커리,즉석빵)맛있는슈크림빵N,1400
b50,즉석조리,베이커리,즉석빵)맛있는단팥빵N,1400
b51,즉석조리,베이커리,즉석빵)옥수수크림샌드N,1500
b52,즉석조리,베이커리,튀김)갈릭디핑소스,500
b53,즉석조리,베이커리,튀김)양념치킨소스,500
b54,즉석조리,베이커리,도너츠)코코넛초코링,1000
b55,즉석조리,베이커리,튀김)통살닭다리꼬치,2200
b56,즉석조리,베이커리,튀김)맵달시즈닝1회용,200
b57,즉석조리,베이커리,튀김)자이언트순살치킨,8900
b58,즉석조리,베이커리,즉석빵)고구마빵,2000
b59,즉석조리,베이커리,튀김)7마리통새우꼬치,2000
b60,즉석조리,베이커리,튀김)치즈볼1입,500
b61,즉석조리,베이커리,도너츠)글레이즈드도넛,1300
b62,즉석조리,베이커리,즉석빵)커브크로와상,1200
b63,즉석조리,베이커리,오뎅)고래사모듬꼬치어묵,1500
b64,즉석조리,베이커리,튀김)버팔로봉봉스틱,7900
b65,즉석조리,베이커리,GET헤이즐넛향시럽,400
b66,즉석조리,베이커리,튀김)참숯구이매콤닭꼬치,2200
b67,즉석조리,베이커리,튀김)참숯구이닭꼬치,2200
b68,즉석조리,베이커리,오뎅)미도사각꼬치어묵,1000
b69,즉석조리,베이커리,도너츠)비스마르크도넛80g,1100
b70,즉석조리,베이커리,즉석빵)브라우니쿠키,1000
b71,즉석조리,베이커리,튀김)자이언트통다리,4500
b72,즉석조리,베이커리,GET바닐라라떼파우더,500
b73,즉석조리,베이커리,튀김)매콤넓적다리,2700
b74,즉석조리,베이커리,튀김)넓적다리,2700
b75,즉석조리,베이커리,즉석빵)듬뿍연유소보로빵,1400
b76,즉석조리,베이커리,튀김)곰돌이치킨바,1300
b77,즉석조리,베이커리,튀김)후라이드치킨,9900
b78,즉석조리,베이커리,GET아이스아메리카노XL,900
b79,즉석조리,베이커리,튀김)체다치즈핫찰도그바,2300
b80,즉석조리,베이커리,도너츠)딸기링도넛70g,1100
b81,즉석조리,튀김류,튀김)단팥붕어빵N,900
b82,즉석조리,튀김류,튀김)슈크림붕어빵N,900
b83,즉석조리,튀김류,튀김)자이언트치킨BOX,11500
b84,즉석조리,튀김류,튀김)뉴곰돌이치킨바N,1300
b85,즉석조리,튀김류,튀김)닭다리순살꼬치N,2000
b86,즉석조리,튀김류,튀김)닭다리순살꼬치매콤N,2000
b87,즉석조리,튀김류,튀김)매콤가라아게꼬치N,2000
b88,즉석조리,튀김류,튀김)가라아게꼬치N,2000
b89,즉석조리,튀김류,튀김)치킨텐더꼬치N,1800
b90,즉석조리,튀김류,튀김)후라이드닭다리N,2300
b91,즉석조리,튀김류,튀김)두가지맛치즈스틱N,1500
b92,즉석조리,튀김류,튀김)더블핫순살넓적다리N,2300
b93,즉석조리,튀김류,튀김)뉴자이언트지파이N,2900
b94,즉석조리,튀김류,튀김)매콤핫닭다리N,2600
b95,즉석조리,튀김류,튀김)5마리통새우꼬치N,1800
b96,즉석조리,튀김류,튀김)바삭매콤순살꼬치N,2000
b97,즉석조리,튀김류,튀김)바삭순살치킨꼬치N,2000
b98,즉석조리,튀김류,튀김)치즈휴게소소시지바N,2400
b99,즉석조리,튀김류,튀김)휴게소소시지바N,2400
b100,즉석조리,튀김류,튀김)소떡소떡N,1800
b101,즉석조리,튀김류,튀김)얇은피닭날개N,2600
b102,즉석조리,튀김류,튀김)얇은피닭다리N,2600
b103,즉석조리,튀김류,튀김)얇은피넓적다리N,2600
b104,즉석조리,튀김류,튀김)가마로강정꼬치매콤N,2300
b105,즉석조리,튀김류,튀김)자이언트92핫도그N,2000
b106,즉석조리,튀김류,튀김)갈릭디핑소스,500
b107,즉석조리,튀김류,튀김)양념치킨소스,500
b108,즉석조리,튀김류,튀김)통살닭다리꼬치,2200
b109,즉석조리,튀김류,튀김)맵달시즈닝1회용,200
b110,즉석조리,튀김류,튀김)자이언트순살치킨,8900
b111,즉석조리,튀김류,튀김)7마리통새우꼬치,2000
b112,즉석조리,튀김류,튀김)치즈볼1입,500
b113,즉석조리,튀김류,오뎅)고래사모듬꼬치어묵,1500
b114,즉석조리,튀김류,튀김)버팔로봉봉스틱,7900
b115,즉석조리,튀김류,튀김)참숯구이매콤닭꼬치,2200
b116,즉석조리,튀김류,튀김)참숯구이닭꼬치,2200
b117,즉석조리,튀김류,오뎅)미도사각꼬치어묵,1000
b118,즉석조리,튀김류,튀김)자이언트통다리,4500
b119,즉석조리,튀김류,튀김)매콤넓적다리,2700
b120,즉석조리,튀김류,튀김)넓적다리,2700
b121,즉석조리,튀김류,튀김)곰돌이치킨바,1300
b122,즉석조리,튀김류,튀김)후라이드치킨,9900
b123,즉석조리,튀김류,튀김)체다치즈핫찰도그바,2300
b124,즉석조리,튀김류,튀김)핫찰도그바,2000
b125,즉석조리,튀김류,튀김)닭다리,2700
b126,즉석조리,즉석커피,도너츠)딸기츄잉도넛N,1200
b127,즉석조리,즉석커피,도너츠)초코보스톤N,1200
b128,즉석조리,즉석커피,도너츠)딸기보스톤N,1200
b129,즉석조리,즉석커피,도너츠)초코후로스트N,1100
b130,즉석조리,즉석커피,도너츠)초코케익글레이즈N,1200
b131,즉석조리,즉석커피,도너츠)스위트츄잉도넛N,1200
b132,즉석조리,즉석커피,도너츠)올드글레이즈N,1200
b133,즉석조리,즉석커피,즉석빵)브리오슈크로아상N,1500
b134,즉석조리,즉석커피,즉석빵)초코칩브리오슈N,1400
b135,즉석조리,즉석커피,즉석빵)딸기피치브리오슈N,1400
b136,즉석조리,즉석커피,즉석빵)팡오쇼콜라N,1400
b137,즉석조리,즉석커피,도너츠)바바리안필드N,1200
b138,즉석조리,즉석커피,도너츠)스트로베리필드N,1200
b139,즉석조리,즉석커피,즉석빵)우유크림소보로N,1800
b140,즉석조리,즉석커피,즉석빵)땅콩크림샌드N,1600
b141,즉석조리,즉석커피,즉석빵)우유크림샌드N,1600
b142,즉석조리,즉석커피,즉석빵)딸기크림샌드N,1600
b143,즉석조리,즉석커피,피자)오이피클80gN,500
b144,즉석조리,즉석커피,즉석빵)맛있는슈크림빵N,1400
b145,즉석조리,즉석커피,즉석빵)맛있는단팥빵N,1400
b146,즉석조리,즉석커피,즉석빵)옥수수크림샌드N,1500
b147,즉석조리,즉석커피,도너츠)코코넛초코링,1000
b148,즉석조리,즉석커피,즉석빵)고구마빵,2000
b149,즉석조리,즉석커피,도너츠)글레이즈드도넛,1300
b150,즉석조리,즉석커피,즉석빵)커브크로와상,1200
b151,즉석조리,즉석커피,도너츠)비스마르크도넛80g,1100
b152,즉석조리,즉석커피,즉석빵)브라우니쿠키,1000
b153,즉석조리,즉석커피,즉석빵)듬뿍연유소보로빵,1400
b154,즉석조리,즉석커피,도너츠)딸기링도넛70g,1100
b155,즉석조리,즉석커피,도너츠)백앙금베터도넛60g,1200
b156,즉석조리,즉석커피,도너츠)화이트초코링N,1100
b157,즉석조리,즉석커피,즉석빵)스위트크런치,900
b158,즉석조리,즉석커피,즉석빵)치즈쿠키,500
b159,즉석조리,즉석커피,즉석빵)쵸코칩쿠키,400
b160,즉석조리,즉석커피,즉석빵)초코크로와상,1500
b161,즉석조리,즉석커피,즉석빵)메이플피칸파이,1600
b162,즉석조리,즉석커피,즉석빵)찰호박꽈베기,1500
b163,즉석조리,즉석커피,즉석빵)팥앙금패스트리,1200
b164,즉석조리,즉석커피,즉석빵)고구마슈크림,1400
b165,즉석조리,즉석커피,즉석빵)쫀득우유찰빵,400
b166,즉석조리,즉석커피,즉석빵)촉촉한초코칩쿠키,700
b167,즉석조리,즉석커피,즉석빵)애플크라운,1700
b168,즉석조리,즉석커피,도너츠)초코마카롱도넛70g,1100
b169,즉석조리,즉석커피,도너츠)딸기마카롱도넛70g,1100
b170,즉석조리,즉석커피,즉석빵)고구마파이,1600
b171,즉석조리,즉석커피,피자)콤비네이션피자,7200
b172,즉석조리,즉석커피,피자)치즈피자,7200
b173,즉석조리,즉석커피,피자)불고기피자,7200
c1,과자류,빵/디저트,대산)쿠키런큰별바나나,2000
c2,과자류,빵/디저트,엠즈)루돌프모카케이크,6900
c3,과자류,빵/디저트,엠즈)눈사람우유케이크,6900
c4,과자류,빵/디저트,피오레)생딸기케이크,3800
c5,과자류,빵/디저트,미스티)폼폼푸린4D구미,2500
c6,과자류,빵/디저트,미스티)쿠로미4D구미,2500
c7,과자류,빵/디저트,이웃집)고구마크룽지,1900
c8,과자류,빵/디저트,오리온)키위알맹이,1200
c9,과자류,빵/디저트,삼립)허쉬레이어드케익,6800
c10,과자류,빵/디저트,삼립)허쉬초코베리롤케익,4900
c11,과자류,빵/디저트,삼립)아톰우피파이,1800
c12,과자류,빵/디저트,삼립)아톰딸기마블케익,1800
