ID,메인분류,서브분류,상품명,가격,행사
f18,음료,유제품,동원)소화잘되는우유900ml,3280,NULL
f19,음료,유제품,롯데)더진한레드125ml,1500,2+1
f20,음료,유제품,요즘)그릭요구르트맛,4500,1+1
f21,음료,유제품,요즘)그릭플레인,4200,1+1
f22,음료,유제품,HEYROO납작복숭아꿀물280,1800,2+1
f23,음료,유제품,HEYROO아카시아꿀물병280,1800,2+1
f24,음료,유제품,빙그레)고구마맛우유240ml,1800,-30%
f25,음료,유제품,롯데)클라우드논알콜캔355,2000,NULL
f26,음료,유제품,남양)플로라랩130ml,2500,NULL
f27,음료,유제품,올라)스포츠프로틴오리지,2900,-30%
f28,음료,유제품,동화)배러라이트120g,3500,NULL
f29,음료,유제품,동화)배러화이트120g,3500,-30%
f30,음료,유제품,스벅)바닐라라떼320ml,3000,1+1
f31,음료,유제품,스벅)바닐라라떼컵200ml,2100,1+1
f32,음료,유제품,웅진)티즐애플시나몬P280,1750,1+1
f33,음료,유제품,동아)나랑드콤부차캔245ml,1600,-50%
f34,음료,유제품,남양)초코에몽프로틴190ml,1400,2+1
f35,음료,유제품,롯데)와일드바디라떼230ml,1800,-30%
f36,음료,유제품,롯데)초코퍼지라떼230ml,1800,2+1
f37,음료,유제품,롯데)허니레몬배P280ml,1900,-30%
f38,음료,유제품,웅진)하늘보리캔340ml,1500,-50%
f39,음료,유제품,서울)마이픽플레인쿠키링,2200,-70%
f40,음료,유제품,남양)테이크핏호박고구마,2900,2+1
f41,음료,음료,올리)눈오리얼음,1600,-70%
f42,음료,음료,헤지스)아이코닉워터오렌,2500,-30%
f43,음료,음료,헤지스)아이코닉워터핑크,2500,-70%
f44,음료,음료,헤지스)아이코닉워터블루,2500,1+1
f45,음료,음료,영찬)6년근홍삼진액팩95ml,1500,NULL
f46,음료,음료,헤지스)트위드카페라떼,2500,2+1
f47,음료,음료,헤지스)트위드아메리카노,2500,-30%
f48,음료,음료,풀무원)브리지톡토닉P350,2000,-30%
f49,음료,음료,풀무원)브리지톡진저P350,2000,NULL
f50,음료,음료,빙그레)오프룻복숭아컵,2400,2+1
f51,음료,음료,빙그레)오프룻딸기컵,2400,NULL
f52,음료,음료,동원)쿨피스파인450ml,1000,NULL
f53,음료,음료,롯데)더진한레드125ml,1500,1+1
f54,음료,음료,HEYROO납작복숭아꿀물280,1800,2+1
f55,음료,음료,HEYROO아카시아꿀물병280,1800,NULL
f56,음료,음료,롯데)클라우드논알콜캔355,2000,NULL
f57,음료,음료,동화)배러라이트120g,3500,-50%
f58,음료,음료,동화)배러화이트120g,3500,-30%
f59,음료,음료,스벅)바닐라라떼320ml,3000,2+1
f60,음료,음료,스벅)바닐라라떼컵200ml,2100,NULL
f61,음료,음료,웅진)티즐애플시나몬P280,1750,-30%
f62,음료,음료,동아)나랑드콤부차캔245ml,1600,2+1
f63,음료,음료,롯데)허니레몬배P280ml,1900,-30%
f64,음료,음료,웅진)하늘보리캔340ml,1500,NULL
f65,음료,음료,CJ)토비콤아이타민캔250ml,1500,NULL
f66,음료,음료,짱구)짱달달커피900ml,3000,-30%
f67,음료,음료,청정)몽베스트P500ml,1100,1+1
f68,음료,음료,하이트)진로토닉피치300ml,1600,-70%
f69,음료,음료,OKF)실키멜론소다P500ml,2200,2+1
f70,음료,음료,할리스)카페라떼300ml,2900,2+1
f71,음료,음료,할리스)바닐라딜라이트,2900,-50%
f72,음료,음료,짱구)짱달달커피280ml,1600,-30%
f73,음료,음료,동아)나랑드콤부차P400ml,2500,NULL
f74,음료,음료,매일)셀렉스콜라겐5000,2500,2+1
f75,음료,음료,오비)호가든로제논알콜330,2000,NULL
f76,음료,음료,BR)피치요거트워터P500,2500,2+1
f77,음료,음료,BR)레인보우샤베트워터500,2500,1+1
f78,음료,음료,CJ)한뿌리아르기닌병100ml,5000,-30%
f79,음료,음료,마스터)헤이즐넛블랙500ml,2600,-70%
f80,음료,음료,서영)모닝이즈백병100ml,5000,2+1
f81,음료,음료,매일)썬업사과750ml,4900,NULL
f82,음료,음료,동원)복숭아제로아이스900,3600,1+1
f83,음료,음료,스벅)셀렉트바닐라라떼300,2800,2+1
f84,음료,음료,스벅)셀렉트카페라떼300ml,2800,-50%
f85,음료,음료,롯데)핫식스더킹피치캔355,2200,NULL
f86,음료,음료,셀시어스)피치바이브캔325,2800,-50%
f87,음료,음료,풀무원)스위트샤인머스켓,1500,-70%
f88,음료,음료,풀무원)스위트플럼주스,1500,2+1
f89,음료,음료,롯데)더시원아이시스2L6입,3600,NULL
f90,음료,음료,티오피)스모키라떼캔200ml,1200,-50%
f91,음료,음료,모구)머스켓젤리P320ml,1700,-50%
f92,음료,음료,올리)곰돌이얼음,1500,2+1
f93,음료,음료,동원)얼라이브망고P500ml,2500,NULL
f94,음료,음료,동원)얼라이브자몽P500ml,2500,1+1
f95,음료,음료,닥터유)단백질바나나팩250,2900,2+1
f96,음료,음료,비어)칭따오논알콜레몬330,2200,-30%
f97,음료,음료,셀시어스)라즈베리캔325ml,2800,-30%
f98,음료,음료,팔도)코코뿌요망고P280ml,1700,-30%
f99,음료,음료,팔도)코코뿌요복숭아P280,1700,NULL
f100,음료,음료,코카)코카제로레몬P500ml,2300,NULL
f101,음료,음료,코카)코카콜라제로제로250,1700,2+1
f102,음료,음료,롯데)핫식스제로캔250ml,1500,NULL
f103,음료,음료,동원)쿨피스톡제로파인350,2000,NULL
f104,음료,음료,동원)쿨피스톡제로피치350,2000,NULL
f105,음료,음료,던킨)배제로탄산캔350,1900,1+1
f106,음료,음료,던킨)자두제로탄산캔350,1900,2+1
f107,음료,음료,HEYROO그린머스켓제로P350,1300,2+1
f108,음료,음료,빙그레)앵무새바닐라라떼,2700,-30%
f109,음료,음료,빙그레)앵무새크림라떼,2700,-30%
f110,음료,음료,롯데)칠성사이다블루P500,2200,NULL
f111,음료,음료,영찬)파이어진에너지캔250,1500,-50%
f112,음료,음료,랩노쉬)프로틴딸기P350,3200,NULL
f113,음료,음료,HEYROO핑크피치제로P350,1300,2+1
f114,음료,음료,HEYROO블루레몬제로P350,1300,NULL
f115,음료,음료,농심)오이오차녹차P500,2200,-30%
f116,음료,음료,이마트)비상대책드링크100,4000,NULL
f117,음료,음료,엠즈)폴바셋스윗라떼330ml,3400,2+1
f118,음료,음료,동화)비타천플러스병120ml,1200,-30%
f119,음료,음료,웅진)빅토리아파인P500ml,1800,NULL
f120,음료,음료,웅진)빅토리아청포P500ml,1800,2+1
f121,음료,아이스드링크,바이오)꿀레몬생강230ml,1500,NULL
f122,음료,아이스드링크,바이오)꿀유자230ml,1500,2+1
f123,음료,아이스드링크,롯데)와일드바디라떼230ml,1800,2+1
f124,음료,아이스드링크,롯데)초코퍼지라떼230ml,1800,1+1
f125,음료,아이스드링크,동원)비비드제로자몽에이,1300,-30%
f126,음료,아이스드링크,동원)비비드제로샤인머스,1300,1+1
f127,음료,아이스드링크,동원)비비드저당초코라떼,1800,-30%
f128,음료,아이스드링크,동원)비비드저당바닐라떼,1800,2+1
f129,음료,아이스드링크,우양)쿠로미베리에이드,1700,-50%
f130,음료,아이스드링크,우양)폼폼푸린망고에이드,1700,NULL
f131,음료,아이스드링크,우양)시나모롤배에이드,1700,2+1
f132,음료,아이스드링크,엠즈)폴바셋스윗밀크티,2800,1+1
f133,음료,아이스드링크,엠즈)폴바셋바닐라라떼,2800,2+1
f134,음료,아이스드링크,동서)벚꽃캔디에이드230ml,1000,-70%
f135,음료,아이스드링크,23del)퍼플자두블랜디340,1300,2+1
f136,음료,아이스드링크,23del)레드자몽에이드340,1300,-30%
f137,음료,아이스드링크,23del)꿀배에이드340ml,1300,2+1
f138,음료,아이스드링크,23del)매실사과에이드340,1300,1+1
f139,음료,아이스드링크,23del)스테비아믹스커피,1200,-50%
f140,음료,아이스드링크,23del)라즈베리그린티340,1300,-50%
f141,음료,아이스드링크,23del)과테말라안티구아,1400,-30%
f142,음료,아이스드링크,23del)돌체라떼230ml,1500,2+1
f143,음료,아이스드링크,23del)카페라떼230ml,1500,NULL
f144,음료,아이스드링크,23del)캐러멜라떼230ml,1500,NULL
f145,음료,아이스드링크,23del)바닐라라떼230ml,1500,NULL
f146,음료,아이스드링크,롯데)칸타타블랙아메320ml,1700,-30%
f147,음료,아이스드링크,롯데)칸타타스윗아메320ml,1700,2+1
f148,음료,아이스드링크,23del)블랙아메리카노1L,3600,NULL
f149,음료,아이스드링크,23del)디카페인500ml,1900,2+1
f150,음료,아이스드링크,23del)제로자몽허니블500,1900,NULL
f151,음료,아이스드링크,23del)제로복숭아아이스1L,3600,-30%
f152,음료,아이스드링크,23del)헤이즐넛아메리카1L,3600,-30%
f153,음료,아이스드링크,23del)스위트아메리카노1L,3600,-30%
f154,음료,아이스드링크,23del)블랙아메리카노500,1900,-30%
f155,음료,아이스드링크,23del)제로헤이즐넛500ml,1900,NULL
f156,음료,아이스드링크,23del)제로핑크레몬500ml,1900,2+1
f157,음료,아이스드링크,23del)제로피치얼그레500,1900,2+1
f158,음료,아이스드링크,23del)스윗아메리카노500,1900,1+1
f159,음료,아이스드링크,del)봉지얼음180g,700,-70%
f160,음료,아이스드링크,del)빅봉지얼음230g,900,NULL
f161,음료,아이스드링크,23del)디카페인340ml,1400,NULL
f162,음료,아이스드링크,23del)더블샷스위트340ml,1400,1+1
f163,음료,아이스드링크,23del)블루레몬에이드340,1200,NULL
f164,음료,아이스드링크,23del)청포도에이드340ml,1200,NULL
f165,음료,아이스드링크,23del)복숭아아이스티340,1200,NULL
f166,음료,아이스드링크,23del)콜롬비아싱글오리진,1400,-50%
f167,음료,아이스드링크,23del)콜드브루340ml,1400,-30%
f168,음료,아이스드링크,23del)스윗아메리카노340,1200,2+1
f169,음료,아이스드링크,23del)헤이즐넛향340ml,1200,2+1
f170,음료,아이스드링크,23del)블랙아메리카노340,1200,NULL
f171,음료,아이스드링크,쟈뎅)시그니헤이즐넛320ml,1400,-50%
f172,음료,아이스드링크,쟈뎅)시그니처스위트320ml,1400,-30%
f173,음료,아이스드링크,롯데)스크류바에이드230ml,1400,NULL
f174,음료,아이스드링크,롯데)수박바에이드230ml,1400,-70%
f175,음료,아이스드링크,광동)비타500에이드230ml,1200,2+1
f176,음료,아이스드링크,남양)초코에몽에이드230ml,1200,-30%
f177,음료,아이스드링크,코카)조지아스윗아메230ml,1200,2+1
f178,음료,아이스드링크,롯데)칸타타바닐라아메230,1400,2+1
f179,음료,아이스드링크,롯데)칸타타카라멜마끼230,1400,NULL
f180,음료,아이스드링크,delaffe청포도아이스,1200,-50%
f181,음료,아이스드링크,조지아)블랙아이스230ml,1200,NULL
f182,음료,아이스드링크,del)벤티컵얼음400g,1300,NULL
f183,음료,아이스드링크,del)빅볼컵얼음160g,1300,1+1
f184,음료,아이스드링크,롯데)칸타타블랙아메리230,1400,1+1
f185,음료,아이스드링크,롯데)칸타타헤이즐넛230ml,1400,-70%
f186,음료,아이스드링크,롯데)칸타타스윗아메리230,1400,NULL
f187,음료,아이스드링크,del)빅컵얼음230g,900,2+1
f188,음료,아이스드링크,del)컵얼음180g,700,-30%
f189,음료,아이스드링크,칸타타)헤이즐넛냉원팩,1100,2+1
